2,-1059805506
2,-1050450101
2,-1048757586
2,-1031827450
2,-991939593
2,-983318869
2,-983318224
2,-952322112
2,-942965536
2,-881929469
2,-871615087
2,-871614913
2,-864139988
2,-848913956
2,-848912365
2,-837357918
2,-831292663
2,-831252579
2,-813721092
2,-813719919
2,-813719801
2,-809736676
2,-809735297
2,-807240689
2,-790050347
2,-786429760
2,-782855141
2,-776775241
2,-774670203
2,-765221801
2,-759085575
2,-744699156
2,-728953083
2,-690694617
2,-689923458
2,-664803475
2,-647667502
2,-636986721
2,-617225647
2,-600207091
2,-577390772
2,-575301831
2,-561771633
2,-561770304
2,-561768099
2,-544594339
2,-525089481
2,-508840743
2,-508632017
2,-502740677
2,-494194785
2,-494193690
2,-478948277
2,-475183156
2,-431562816
2,-431562625
2,-418515094
2,-415400349
2,-398766172
2,-353749609
2,-322736143
2,-320624334
2,-312630080
2,-309251458
2,-291781953
2,-272963779
2,-264998264
2,-239482732
2,-224022215
2,-215040021
2,-215038777
2,-213666529
2,-212971675
2,-201273574
2,-191167466
2,-191165436
2,-151550765
2,-148033757
2,-140194005
2,-140193706
2,-137305498
2,-117843631
2,-112190424
2,-110933351
2,-109287950
2,-89539701
2,-40938178
2,-29423099
2,-26713036
2,-14439111
2,-9481780
2,-9480968
2,1450228
2,4147920
2,24621086
2,24621614
2,45056535
2,53907922
2,57917112
2,71250046
2,77659678
2,85533572
2,95185527
2,96113272
2,99843446
2,123907929
2,133451661
2,133453674
2,167315177
2,168218194
2,170607728
2,177581369
2,177583392
2,182609669
2,184800546
2,187970337
2,220156900
2,239955034
2,266156259
2,268356573
2,292738695
2,301169990
2,301171089
2,313865745
2,376334111
2,411942108
2,473370456
2,473371954
2,475752248
2,488966147
2,500675118
2,505231595
2,515288760
2,532133231
2,532133852
2,555672734
2,562326125
2,562326793
2,576505369
2,580875818
2,629227505
2,634172212
2,641847818
2,648770382
2,649323234
2,711614292
2,749706389
2,762728755
2,785895105
2,786380885
2,805065749
2,808691335
2,808692218
2,810609328
2,810610502
2,812935896
2,816716330
2,819367649
2,823108318
2,831775221
2,831775588
2,872055746
2,872056344
2,880577030
2,880934726
2,887467816
2,888119685
2,892048116
2,919264954
2,940177906
2,943268866
2,947830978
2,953152286
2,953153042
2,983749835
2,984066887
2,1008290760
2,1023216203
2,1034682863
2,1037764548
2,1095245900
2,1102239327
2,1103725881
2,1141216537
2,1209043926
2,1210789878
2,1210790513
2,1210790917
2,1211067923
2,1234031076
2,1235320159
2,1238452478
2,1239274974
2,1246617386
2,1261780524
2,1263701486
2,1268862190
2,1272589850
2,1272925622
2,1273591240
2,1274810629
2,1355141768
2,1378474357
2,1381576658
2,1391579563
2,1392190126
2,1409094578
2,1409206778
2,1423626792
2,1441446052
2,1457210710
2,1466154060
2,1472998372
2,1506680539
2,1506681856
2,1511951712
2,1515172168
2,1522474191
2,1528570476
2,1577809567
2,1600062456
2,1602398908
2,1609702266
2,1625147366
2,1642318407
2,1662760288
2,1662760529
2,1678433298
2,1690346075
2,1736252279
2,1741189386
2,1746405475
2,1812777332
2,1825419682
2,1825900486
2,1835329381
2,1844463701
2,1848866572
2,1864799930
2,1878369532
2,1878370636
2,1882271841
2,1904617058
2,1914805259
2,1923691726
2,1926862243
2,1932695625
2,1941641275
2,1943087790
2,1944620295
2,1950683808
2,1968897580
2,1969959233
2,1981243647
2,1993250087
2,2000557158
2,2031280305
2,2035584111
2,2047164995
2,2053412813
2,2064281778
2,2065028237
2,2080717393
2,2080719390
2,2081201264
2,2094223984
2,2096590898
2,2104637624
2,2134041034
2,-2136046711
2,-2132430553
2,-2121426189
2,-2095875215
2,-2084599569
2,-2081795454
2,-2064311806
2,-2024462628
2,-2018659869
2,-2018659255
2,-2016305188
2,-2014705286
2,-2010851174
2,-1996238321
2,-1994226471
2,-1994125699
2,-1982815634
2,-1945182364
2,-1938434725
2,-1877503614
2,-1863121252
2,-1859480782
2,-1856732590
2,-1850685180
2,-1812739270
2,-1811115529
2,-1802528805
2,-1786994262
2,-1781055137
2,-1772359596
2,-1736679862
2,-1726538014
2,-1700741806
2,-1699658984
2,-1678985322
2,-1676962135
2,-1666486678
2,-1644827174
2,-1631301111
2,-1631300071
2,-1612343614
2,-1602392267
2,-1593137295
2,-1558028502
2,-1535072079
2,-1501153866
2,-1498401928
2,-1497518314
2,-1481451951
2,-1473187022
2,-1465021518
2,-1449365296
2,-1426197045
2,-1423501973
2,-1423501837
2,-1420951836
2,-1420951463
2,-1418868976
2,-1401701822
2,-1396656508
2,-1392612162
2,-1359275369
2,-1325495723
2,-1314083862
2,-1309878333
2,-1309877715
2,-1291318814
2,-1291219264
2,-1279307515
2,-1256216061
2,-1229122323
2,-1224788915
2,-1218401818
2,-1196156748
2,-1182738048
2,-1123190624
2,-1113384056
2,-1109675927
2,-1105949807
2,-1099527803
2,-1066121384
2,-1065287947
2,-1020153756
2,-1017432348
2,-1012875162
2,-1006169080
2,-1006086503
2,-1003781394
2,-996869011
2,-976284944
2,-936807490
2,-932350264
2,-913921637
2,-909933980
2,-902427998
2,-894236486
2,-859538567
2,-858380115
2,-858379850
2,-854796923
2,-852594729
2,-839919002
2,-756779497
2,-700778769
2,-685330908
2,-677298445
2,-667173076
2,-665835058
2,-662785181
2,-657700589
2,-648182085
2,-648181181
2,-637597927
2,-631775450
2,-597911381
2,-588208839
2,-559152295
2,-536491851
2,-514220980
2,-514220206
2,-486502069
2,-465896830
2,-465895139
2,-457865630
2,-408314840
2,-407027630
2,-407026919
2,-405021623
2,-353884388
2,-346350961
2,-327896686
2,-289610856
2,-289489698
2,-279512944
2,-273695017
2,-264690218
2,-262643628
2,-251735649
2,-235623170
2,-235158744
2,-233276685
2,-179780905
2,-174630029
2,-141971451
2,-136054735
2,-93132231
2,-68152980
2,-68151379
2,-54481794
2,34818965
2,34820750
2,34820876
2,37497165
2,57688810
2,57946417
2,61396407
2,91558499
2,117948562
2,128243458
2,138381885
2,144987782
2,147764741
2,176711515
2,188332943
2,189389198
2,189668598
2,193818699
2,206294632
2,221795281
2,227316317
2,242389032
2,248431959
2,248432150
2,248432338
2,264844261
2,280671930
2,286001108
2,286703679
2,331181061
2,337716599
2,346280550
2,346564099
2,368971858
2,371175821
2,386231540
2,389706011
2,389706983
2,416790239
2,426773449
2,435455362
2,491470063
2,493960099
2,569565323
2,583707627
2,631310045
2,656448336
2,659620013
2,705457088
2,726209633
2,736416409
2,739203923
2,739206526
2,739446497
2,778744804
2,817073148
2,820320714
2,820321347
2,820322086
2,832832550
2,839040937
2,853201232
2,871529112
2,873029209
2,906188891
2,920989790
2,936200861
2,949481929
2,955147033
2,960780966
2,976463487
2,979030335
2,991195123
2,993281322
2,1007785766
2,1024816494
2,1029206628
2,1030488977
2,1046546509
2,1046546619
2,1046547865
2,1077139831
2,1098775106
2,1102399174
2,1116139390
2,1116141452
2,1152805901
2,1161907630
2,1166581320
2,1166581558
2,1169436410
2,1190250540
2,1225742067
2,1226142439
2,1229228206
2,1234801052
2,1248105996
2,1250107534
2,1251228339
2,1264882147
2,1266977511
2,1271556767
2,1277167726
2,1277591127
2,1289260883
2,1289263323
2,1294395581
2,1317790414
2,1319873469
2,1332932834
2,1332933518
2,1332933657
2,1335166037
2,1344911802
2,1347128470
2,1362321006
2,1362322015
2,1397538314
2,1399042464
2,1425672647
2,1461992187
2,1463737128
2,1476059970
2,1505183921
2,1515406880
2,1528521740
2,1552309614
2,1571930063
2,1574267744
2,1575450705
2,1604284478
2,1605965229
2,1620051222
2,1625300036
2,1633950499
2,1670488812
2,1676907302
2,1685263674
2,1701833678
2,1757635116
2,1760418304
2,1760419726
2,1760674065
2,1764888562
2,1764890214
2,1784697272
2,1791330925
2,1812165343
2,1812270082
2,1827241305
2,1886927072
2,1903752328
2,1907065822
2,1929292047
2,1940389980
2,1947586225
2,1955931633
2,1973212793
2,1975689452
2,1993032926
2,2000817727
2,2004854097
2,2027632361
2,2043414015
2,2046685683
2,2046687211
2,2064730360
2,2084744857
2,2117440941
2,2128579851
2,-2140102461
2,-2138205569
2,-2106563141
2,-2106560235
2,-2099082697
2,-2091654858
2,-2079359489
2,-2070067690
2,-2064079575
2,-2051783158
2,-2039932942
2,-2020553635
2,-1981908773
2,-1980730324
2,-1955989089
2,-1937977557
2,-1937291268
2,-1936733399
2,-1928672295
2,-1911553466
2,-1891395077
2,-1868845753
2,-1850588227
2,-1826366446
2,-1797980665
2,-1791742336
2,-1783059198
2,-1779082692
2,-1687109319
2,-1638902643
2,-1630612285
2,-1616081522
2,-1609742952
2,-1608679148
2,-1586923442
2,-1577365602
2,-1559431845
2,-1557267972
2,-1556063049
2,-1528585265
2,-1527565682
2,-1485900938
2,-1480959946
2,-1464816620
2,-1461971622
2,-1461970815
2,-1461473261
2,-1435992161
2,-1431619246
2,-1411520659
2,-1407602463
2,-1407601857
2,-1407404374
2,-1393356581
2,-1371234107
2,-1363664335
2,-1344988341
2,-1344986832
2,-1303763600
2,-1296052383
2,-1276611829
2,-1270799536
2,-1264138100
2,-1249446111
2,-1244858743
2,-1244858560
2,-1244857127
2,-1241811918
2,-1238316866
2,-1229032191
2,-1220861628
2,-1220861256
2,-1220859721
2,-1213694879
2,-1213693992
2,-1209983642
2,-1203613128
2,-1196445594
2,-1191310128
