SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Sat Oct 08 20:37:01 PDT 2016
User: ugastro
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G5981
Integration Time (usec): 30000000 (USB2G5981)
Spectra Averaged: 1 (USB2G5981)
Boxcar Smoothing: 0 (USB2G5981)
Correct for Electrical Dark: No (USB2G5981)
Strobe/Lamp Enabled: No (USB2G5981)
Correct for Detector Non-linearity: No (USB2G5981)
Correct for Stray Light: No (USB2G5981)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
344.31	0.00
344.51	117.00
344.71	116.00
344.90	119.00
345.10	120.00
345.30	1324.00
345.50	222.00
345.69	260.00
345.89	1151.00
346.09	218.00
346.28	211.00
346.48	286.00
346.68	404.00
346.88	235.00
347.07	219.00
347.27	225.00
347.47	277.00
347.66	311.00
347.86	376.00
348.06	204.00
348.25	191.00
348.45	916.00
348.65	189.00
348.85	190.00
349.04	200.00
349.24	364.00
349.44	1430.00
349.63	165.00
349.83	402.00
350.02	541.00
350.22	382.00
350.42	921.00
350.61	437.00
350.81	399.00
351.01	344.00
351.20	383.00
351.40	378.00
351.60	842.00
351.79	405.00
351.99	645.00
352.19	207.00
352.38	203.00
352.58	323.00
352.77	400.00
352.97	262.00
353.17	402.00
353.36	260.00
353.56	247.00
353.75	357.00
353.95	188.00
354.15	359.00
354.34	211.00
354.54	211.00
354.73	405.00
354.93	530.00
355.13	212.00
355.32	201.00
355.52	219.00
355.71	190.00
355.91	394.00
356.10	211.00
356.30	380.00
356.50	200.00
356.69	223.00
356.89	236.00
357.08	183.00
357.28	201.00
357.47	199.00
357.67	1233.00
357.86	232.00
358.06	374.00
358.25	196.00
358.45	221.00
358.65	196.00
358.84	395.00
359.04	234.00
359.23	360.00
359.43	347.00
359.62	207.00
359.82	218.00
360.01	1297.00
360.21	167.00
360.40	224.00
360.60	185.00
360.79	186.00
360.99	377.00
361.18	400.00
361.38	204.00
361.57	374.00
361.77	185.00
361.96	1719.00
362.16	1491.00
362.35	373.00
362.54	364.00
362.74	524.00
362.93	178.00
363.13	204.00
363.32	518.00
363.52	239.00
363.71	188.00
363.91	2844.00
364.10	391.00
364.30	188.00
364.49	206.00
364.68	376.00
364.88	222.00
365.07	188.00
365.27	181.00
365.46	526.00
365.66	201.00
365.85	357.00
366.04	206.00
366.24	181.00
366.43	192.00
366.63	191.00
366.82	212.00
367.01	413.00
367.21	191.00
367.40	194.00
367.60	375.00
367.79	191.00
367.98	188.00
368.18	181.00
368.37	200.00
368.56	184.00
368.76	491.00
368.95	385.00
369.15	1308.00
369.34	531.00
369.53	189.00
369.73	424.00
369.92	182.00
370.11	361.00
370.31	280.00
370.50	183.00
370.69	311.00
370.89	191.00
371.08	369.00
371.27	194.00
371.47	172.00
371.66	324.00
371.85	407.00
372.05	229.00
372.24	208.00
372.43	374.00
372.63	184.00
372.82	223.00
373.01	187.00
373.21	178.00
373.40	216.00
373.59	235.00
373.78	205.00
373.98	538.00
374.17	1913.00
374.36	474.00
374.56	172.00
374.75	201.00
374.94	179.00
375.13	373.00
375.33	177.00
375.52	239.00
375.71	389.00
375.91	444.00
376.10	192.00
376.29	347.00
376.48	242.00
376.68	377.00
376.87	194.00
377.06	469.00
377.25	221.00
377.45	595.00
377.64	394.00
377.83	181.00
378.02	218.00
378.21	181.00
378.41	196.00
378.60	198.00
378.79	391.00
378.98	722.00
379.18	188.00
379.37	383.00
379.56	392.00
379.75	194.00
379.94	200.00
380.14	354.00
380.33	334.00
380.52	816.00
380.71	197.00
380.90	358.00
381.09	343.00
381.29	207.00
381.48	187.00
381.67	338.00
381.86	858.00
382.05	541.00
382.25	2221.00
382.44	409.00
382.63	227.00
382.82	209.00
383.01	186.00
383.20	193.00
383.39	193.00
383.59	211.00
383.78	361.00
383.97	207.00
384.16	202.00
384.35	391.00
384.54	190.00
384.73	364.00
384.92	379.00
385.12	360.00
385.31	219.00
385.50	200.00
385.69	369.00
385.88	1402.00
386.07	525.00
386.26	185.00
386.45	185.00
386.64	554.00
386.84	188.00
387.03	183.00
387.22	199.00
387.41	212.00
387.60	204.00
387.79	745.00
387.98	703.00
388.17	1170.00
388.36	318.00
388.55	1049.00
388.74	354.00
388.93	244.00
389.12	237.00
389.31	184.00
389.51	193.00
389.70	185.00
389.89	188.00
390.08	196.00
390.27	597.00
390.46	382.00
390.65	233.00
390.84	1101.00
391.03	347.00
391.22	267.00
391.41	591.00
391.60	202.00
391.79	207.00
391.98	1219.00
392.17	176.00
392.36	354.00
392.55	190.00
392.74	193.00
392.93	519.00
393.12	206.00
393.31	205.00
393.50	535.00
393.69	204.00
393.88	440.00
394.07	392.00
394.26	211.00
394.45	514.00
394.64	193.00
394.83	204.00
395.02	220.00
395.21	209.00
395.40	369.00
395.59	200.00
395.77	185.00
395.96	203.00
396.15	212.00
396.34	364.00
396.53	210.00
396.72	395.00
396.91	216.00
397.10	361.00
397.29	420.00
397.48	193.00
397.67	343.00
397.86	188.00
398.05	205.00
398.24	344.00
398.43	365.00
398.61	356.00
398.80	191.00
398.99	194.00
399.18	190.00
399.37	195.00
399.56	194.00
399.75	519.00
399.94	400.00
400.13	953.00
400.31	1785.00
400.50	180.00
400.69	3308.00
400.88	287.00
401.07	191.00
401.26	188.00
401.45	357.00
401.64	400.00
401.82	596.00
402.01	200.00
402.20	337.00
402.39	191.00
402.58	214.00
402.77	224.00
402.95	1790.00
403.14	210.00
403.33	472.00
403.52	225.00
403.71	1046.00
403.90	187.00
404.08	221.00
404.27	349.00
404.46	236.00
404.65	242.00
404.84	395.00
405.02	230.00
405.21	187.00
405.40	214.00
405.59	377.00
405.78	223.00
405.96	205.00
406.15	376.00
406.34	446.00
406.53	213.00
406.72	201.00
