SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Sat Oct 08 20:36:31 PDT 2016
User: ugastro
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G5981
Integration Time (usec): 30000000 (USB2G5981)
Spectra Averaged: 1 (USB2G5981)
Boxcar Smoothing: 0 (USB2G5981)
Correct for Electrical Dark: No (USB2G5981)
Strobe/Lamp Enabled: No (USB2G5981)
Correct for Detector Non-linearity: No (USB2G5981)
Correct for Stray Light: No (USB2G5981)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
344.31	0.00
344.51	114.00
344.71	117.00
344.90	119.00
345.10	125.00
345.30	1340.00
345.50	231.00
345.69	266.00
345.89	1125.00
346.09	209.00
346.28	202.00
346.48	284.00
346.68	392.00
346.88	232.00
347.07	220.00
347.27	225.00
347.47	275.00
347.66	316.00
347.86	382.00
348.06	216.00
348.25	186.00
348.45	905.00
348.65	194.00
348.85	196.00
349.04	191.00
349.24	367.00
349.44	1405.00
349.63	168.00
349.83	406.00
350.02	545.00
350.22	383.00
350.42	915.00
350.61	420.00
350.81	410.00
351.01	339.00
351.20	390.00
351.40	371.00
351.60	843.00
351.79	406.00
351.99	621.00
352.19	211.00
352.38	201.00
352.58	325.00
352.77	402.00
352.97	256.00
353.17	400.00
353.36	264.00
353.56	256.00
353.75	349.00
353.95	202.00
354.15	356.00
354.34	209.00
354.54	205.00
354.73	398.00
354.93	548.00
355.13	213.00
355.32	191.00
355.52	226.00
355.71	192.00
355.91	389.00
356.10	208.00
356.30	371.00
356.50	194.00
356.69	216.00
356.89	230.00
357.08	186.00
357.28	202.00
357.47	194.00
357.67	1224.00
357.86	248.00
358.06	388.00
358.25	196.00
358.45	215.00
358.65	203.00
358.84	396.00
359.04	230.00
359.23	355.00
359.43	355.00
359.62	212.00
359.82	218.00
360.01	1310.00
360.21	175.00
360.40	217.00
360.60	180.00
360.79	182.00
360.99	386.00
361.18	410.00
361.38	202.00
361.57	365.00
361.77	189.00
361.96	1714.00
362.16	1494.00
362.35	370.00
362.54	367.00
362.74	544.00
362.93	175.00
363.13	196.00
363.32	509.00
363.52	232.00
363.71	188.00
363.91	2847.00
364.10	392.00
364.30	188.00
364.49	204.00
364.68	383.00
364.88	230.00
365.07	185.00
365.27	182.00
365.46	518.00
365.66	210.00
365.85	367.00
366.04	208.00
366.24	182.00
366.43	200.00
366.63	198.00
366.82	219.00
367.01	425.00
367.21	192.00
367.40	197.00
367.60	383.00
367.79	186.00
367.98	186.00
368.18	180.00
368.37	196.00
368.56	183.00
368.76	490.00
368.95	387.00
369.15	1295.00
369.34	527.00
369.53	191.00
369.73	424.00
369.92	174.00
370.11	361.00
370.31	277.00
370.50	192.00
370.69	315.00
370.89	198.00
371.08	374.00
371.27	205.00
371.47	176.00
371.66	318.00
371.85	412.00
372.05	226.00
372.24	201.00
372.43	364.00
372.63	187.00
372.82	226.00
373.01	182.00
373.21	178.00
373.40	211.00
373.59	237.00
373.78	198.00
373.98	538.00
374.17	1907.00
374.36	467.00
374.56	172.00
374.75	197.00
374.94	182.00
375.13	356.00
375.33	181.00
375.52	233.00
375.71	385.00
375.91	453.00
376.10	190.00
376.29	335.00
376.48	225.00
376.68	375.00
376.87	201.00
377.06	461.00
377.25	215.00
377.45	592.00
377.64	400.00
377.83	184.00
378.02	219.00
378.21	183.00
378.41	192.00
378.60	189.00
378.79	391.00
378.98	742.00
379.18	186.00
379.37	382.00
379.56	387.00
379.75	198.00
379.94	191.00
380.14	356.00
380.33	346.00
380.52	810.00
380.71	189.00
380.90	348.00
381.09	343.00
381.29	207.00
381.48	193.00
381.67	340.00
381.86	872.00
382.05	529.00
382.25	2212.00
382.44	403.00
382.63	235.00
382.82	207.00
383.01	186.00
383.20	198.00
383.39	194.00
383.59	203.00
383.78	357.00
383.97	205.00
384.16	199.00
384.35	397.00
384.54	182.00
384.73	371.00
384.92	387.00
385.12	363.00
385.31	216.00
385.50	195.00
385.69	361.00
385.88	1430.00
386.07	521.00
386.26	182.00
386.45	182.00
386.64	555.00
386.84	183.00
387.03	184.00
387.22	191.00
387.41	209.00
387.60	206.00
387.79	740.00
387.98	719.00
388.17	1178.00
388.36	323.00
388.55	1056.00
388.74	349.00
388.93	249.00
389.12	237.00
389.31	185.00
389.51	196.00
389.70	192.00
389.89	185.00
390.08	192.00
390.27	581.00
390.46	378.00
390.65	230.00
390.84	1108.00
391.03	346.00
391.22	269.00
391.41	580.00
391.60	208.00
391.79	207.00
391.98	1214.00
392.17	179.00
392.36	357.00
392.55	190.00
392.74	196.00
392.93	519.00
393.12	209.00
393.31	212.00
393.50	531.00
393.69	208.00
393.88	437.00
394.07	397.00
394.26	207.00
394.45	508.00
394.64	201.00
394.83	203.00
395.02	223.00
395.21	209.00
395.40	374.00
395.59	191.00
395.77	196.00
395.96	201.00
396.15	209.00
396.34	359.00
396.53	212.00
396.72	385.00
396.91	219.00
397.10	357.00
397.29	418.00
397.48	200.00
397.67	348.00
397.86	190.00
398.05	208.00
398.24	356.00
398.43	360.00
398.61	351.00
398.80	188.00
398.99	198.00
399.18	184.00
399.37	188.00
399.56	193.00
399.75	518.00
399.94	396.00
400.13	965.00
400.31	1786.00
400.50	175.00
400.69	3286.00
400.88	280.00
401.07	202.00
401.26	191.00
401.45	362.00
401.64	398.00
401.82	590.00
402.01	204.00
402.20	334.00
402.39	195.00
402.58	219.00
402.77	215.00
402.95	1767.00
403.14	206.00
403.33	475.00
403.52	225.00
403.71	1062.00
403.90	190.00
404.08	218.00
404.27	347.00
404.46	247.00
404.65	232.00
404.84	384.00
405.02	230.00
405.21	193.00
405.40	216.00
405.59	373.00
405.78	229.00
405.96	199.00
406.15	389.00
406.34	439.00
406.53	217.00
406.72	206.00
406.90	515.00
407.09	616.00
407.28	223.00
407.47	386.00
407.65	193.00
407.84	570.00
408.03	222.00
408.22	190.00
408.40	223.00
408.59	360.00
408.78	189.00
408.97	221.00
